id,title,so_ky_hieu,ngay_ban_hanh,loai_van_ban,ngay_co_hieu_luc,ngay_het_hieu_luc,nguon_thu_thap,ngay_dang_cong_bao,nganh,linh_vuc,co_quan_ban_hanh,chuc_danh,nguoi_ky,pham_vi,thong_tin_ap_dung,tinh_trang_hieu_luc,agent_category,status_checked_at,status_filter
175447,Nghị quyết số 05/2025/NQ-HĐND Quy định chính sách hỗ trợ 100% mức đóng bảo hiểm y tế theo hộ gia đình đối với người từ đủ 60 tuổi đến dưới 75 tuổi thuộc hộ cận nghèo và hộ có mức sống trung bình theo chuẩn thành phố trên địa bàn thành phố Đà Nẵng,05/2025/NQ-HĐND,20/02/2025,Nghị quyết,03/03/2025,,,,Y tế,Chưa phân loại,HĐND thành phố Đà Nẵng,Chủ tịch,Ngô Xuân Thắng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
125165,"Nghị quyết số 68/2013/QH13 Đẩy mạnh thực hiện chính sách, pháp luật về bảo hiểm y tế, tiến tới bảo hiểm y tế toàn dân",68/2013/QH13,29/11/2013,Nghị quyết,29/11/2013,,,31/12/2013,Y tế,Bảo hiểm y tế,Quốc hội,Chủ tịch Quốc hội,Nguyễn Sinh Hùng,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
3167a8d0-58e8-11f1-b3bb-7f5ed40f13b2,"Thông tư 126/2025/TT-BTC Quy định quy trình kiểm tra lĩnh vực bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế thuộc phạm vi quản lý nhà nước của Bộ Tài chính",126/2025/TT-BTC,24/12/2025,Thông tư,24/12/2025,,,,Tài chính,"Bảo hiểm y tế, Bảo hiểm xã hội",Bộ Tài chính,Thứ trưởng,Chưa xác định,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
5188,Chỉ thị số 13/2000/CT-UB Về việc triển khai Bảo hiểm toàn diện học sinh và Bảo hiểm Y tế học sinh,13/2000/CT-UB,10/07/2000,Chỉ thị,10/07/2000,,STP tỉnh Hà Tĩnh;,,,Chưa phân loại,UBND Tỉnh Hà Tĩnh,Phó Chủ tịch,Trần Đình Đàn,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
62448,Quyết định số 538/QĐ-TTg Phê duyệt Đề án thực hiện lộ trình tiến tới bảo hiểm y tế toàn dân giai đoạn 2012-2015 và 2020,538/QĐ-TTg,29/03/2013,Quyết định,29/03/2013,,"Công báo Từ số 187 đến số 188, năm 2013",10/04/2013,Y tế,Bảo hiểm y tế,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
168588,"Nghị quyết số 26/2024/NQ-HĐND Quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do Quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Thanh Hóa quản lý",26/2024/NQ-HĐND,31/05/2024,Nghị quyết,10/06/2024,,,,Y tế,Bảo hiểm y tế,CT UBND Tỉnh Thanh Hóa,Chủ tịch,Đỗ Trọng Hưng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
107416,"Thông tư liên tịch số 16/2006/TTLT-BYT-BTC Thông tư hướng dẫn sửa đổi, bổ sung một số điểm của Thông tư liên tịch số 21/2005/TTLT-BYT-BTC ngày 27/7/2005 của liên Bộ Y tế - Bộ Tài chính hướng dẫn thực hiện bảo hiểm y tế bắt buộc",16/2006/TTLT-BYT-BTC,06/12/2006,Thông tư liên tịch,15/01/2007,,,,,Quản lý dịch vụ tài chính và các quỹ tài chính,"Bộ Y tế, Bộ Tài chính",,"Nguyễn Thị Xuyên, Đỗ Hoàng Anh Tuấn",Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
120801,"Quyết định số 04/2017/QĐ-UBND Quy định mức hỗ trợ đóng bảo hiểm y tế từ ngân sách địa phương cho đối tượng là người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp, diêm nghiệp có mức sống trung bình trên địa bàn tỉnh Nam Định",04/2017/QĐ-UBND,23/02/2017,Quyết định,05/03/2017,,,,Y tế,Bảo hiểm y tế,UBND tỉnh Nam Định,Chủ tịch,Phạm Đình Nghị,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
187259,Nghị quyết số 27/2026/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế trên địa bàn tỉnh giai đoạn 2026 - 2030.,27/2026/NQ-HĐND,03/02/2026,Nghị quyết,01/01/2026,31/12/2030,công báo,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Quảng Trị,Chủ tịch,Nguyễn Đăng Quang,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
142146,Nghị quyết số 276/2020/NQ-HĐND Quy định mức hỗ trợ từ ngân sách nhà nước đóng bảo hiểm y tế cho đối tượng người khuyết tật trên địa bàn tỉnh Hưng Yên,276/2020/NQ-HĐND,07/05/2020,Nghị quyết,20/05/2020,,Bản BDF,,Bảo Hiểm,Bảo hiểm y tế,HĐND Tỉnh Hưng Yên,Chủ tịch,Trần Quốc Toản,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
83c773d0-64b9-11f1-9b44-bbe6b0239ff6,Nghị quyết số 08/2026/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người có uy tín trong đồng bào dân tộc thiểu số không thuộc đối tượng đã được ngân sách nhà nước đóng và hỗ trợ đóng bảo hiểm y tế trên địa bàn tỉnh An Giang,08/2026/NQ-HĐND,21/05/2026,Nghị quyết,01/06/2026,,,,Ban Dân tộc,Bảo hiểm y tế,HĐND Tỉnh An Giang,Chủ tịch,Nguyễn Thanh Nhàn,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
176707,"Nghị định số 74/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 70/2015/NĐ-CP ngày 01 tháng 09 năm 2015 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế đói với Quân đội nhân dân, công an nhân dân và người làm công tác cơ yếu",74/2025/NĐ-CP,31/03/2025,Nghị định,01/07/2025,,Bản chính,,Quốc phòng,Bảo hiểm y tế,Chính phủ,Phó Thủ tướng,Lê Thành Long,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
155274,Nghị quyết số 32/2022/NQ-HĐND Quy định mức giá dịch vụ xét nghiệm SARS-CoV-2 đối với trường hợp không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trên địa bàn tỉnh Vĩnh Long,32/2022/NQ-HĐND,15/07/2022,Nghị quyết,15/07/2022,,Bản chính văn bản,,Y tế,Bảo hiểm y tế,HĐND Tỉnh Vĩnh Long,Chủ tịch,Bùi Văn Nghiêm,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
158729,Quyết định số 81/2022/QĐ-UBND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người thuộc hộ gia đình cận nghèo giai đoạn 2023-2025 trên địa bàn tỉnh Ninh Thuận,81/2022/QĐ-UBND,24/12/2022,Quyết định,03/01/2023,,,,,Chưa phân loại,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Nguyễn Long Biên,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173064,"Nghị quyết số 31/2024/NQ-HĐND Về việc bãi bỏ Nghị quyết số 04/2024/NQ-HĐND ngày 21 tháng 5 năm 2024 của Hội đồng nhân dân tỉnh quy định giá cụ thể dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chửa bệnh của Nhà nước trên địa bàn tỉnh Long An",31/2024/NQ-HĐND,10/12/2024,Nghị quyết,20/12/2024,,điện tử,10/12/2024,Y tế,Kế hoạch tài chính,HĐND tỉnh Long An,Chủ tịch,Nguyễn Văn Được,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
10102,Thông tư liên tịch số 15/TTLB Hướng dẫn thi hành Nghị định số 47-CP ngày 6/6/94 của Chính phủ sửa đổi một số điều của Điều lệ Bảo hiểm y tế,15/TTLB,10/08/1994,Thông tư liên tịch,01/01/1994,,Bản sao;,,,Chưa phân loại,"Bộ Y tế, Bộ Tài chính, Bộ Lao động - Thương binh và Xã hội",Thứ trưởng,"Lê Ngọc Trọng, Tào Hữu Phùng, Lê Duy Đồng",Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174415,"Nghị quyết số 01/2025/NQ-HĐND Bãi bỏ Nghị quyết số 12/2024/NQ-HĐND ngày 17 tháng 6 năm 2024 của Hội đồng nhân dân tỉnh quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế nhưng không phải là đối tượng khám bệnh, chữa bệnh theo yêu cầu tại các cơ sở khám bệnh, chữa bệnh công lập thuộc tỉnh Thừa Thiên Huế",01/2025/NQ-HĐND,07/01/2025,Nghị quyết,17/01/2025,,Công báo số 03 + 04 năm 2025,22/01/2025,Y tế,Chưa phân loại,HĐND Thành phố Huế,Chủ tịch,Lê Trường Lưu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
106897,"Chỉ thị số 11/CT.UBND V/v triển khai Thông tư liên tịch số 37/2015/TTLT-BYT-BTC ngày 29/10/2015 của Liên Bộ Y tế - Bộ Tài chính quy định thống nhất giá dịch vụ khám bệnh, chữa bệnh bảo hiểm y tế giữa các bệnh viện cùng hạng trên toàn quốc",11/CT.UBND,24/02/2016,Chỉ thị,24/02/2016,,Văn bản gốc,,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND Tỉnh Thanh Hóa,Phó Chủ tịch,Phạm Đăng Quyền,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
182087,"Thông tư số 81/2025/TT-BCA Quy định biện pháp thực hiện bảo hiểm y tế đối với sĩ quan, hạ sĩ quan, chiến sĩ và học viên Công an nhân dân",81/2025/TT-BCA,29/08/2025,Thông tư,13/10/2025,,,,,Chưa phân loại,Bộ Công an,Bộ trưởng,Đại tướng Lương Tam Quang,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185306,Nghị quyết số 75/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người bệnh phong tại Bệnh viện Bến Sắn; trẻ em và người có hoàn cảnh khó khăn trên địa bàn Thành phố Hồ Chí Minh,75/2025/NQ-HĐND,10/12/2025,Nghị quyết,01/01/2026,,Bản chính văn bản,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Thành phố Hồ Chí Minh,Chủ tịch,Võ Văn Minh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
143848,"Quyết định số 28/2020/QĐ-UBND Quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Ninh Thuận.",28/2020/QĐ-UBND,03/08/2020,Quyết định,13/08/2020,,,,,,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Lê Văn Bình,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184890,Nghị quyết số 35/2025/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế cho một số đối tượng trên địa bàn tỉnh Gia Lai,35/2025/NQ-HĐND,09/12/2025,Nghị quyết,01/01/2026,,Văn phòng Đoàn đại biểu Quốc hội và Hội đồng nhân dân tỉnh,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Gia Lai,Phó Chủ tịch,Trương Văn Đạt,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
127617,Quyết định số 02/2018/QĐ-UBND Quy định mức hỗ trợ đóng bảo hiểm y tế cho hộ cận nghèo năm 2018 và người thuộc hộ nghèo đa chiều thiếu hụt các dịch vụ xã hội cơ bản khác (không thiếu hụt bảo hiểm y tế) gai đoạn 2017-2018 trên địa bàn tỉnh Ninh Thuận,02/2018/QĐ-UBND,04/01/2018,Quyết định,14/01/2018,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Lê Văn Bình,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
aab8d490-6543-11f1-9a32-d1e78b0240e4,Quy định hỗ trợ đóng bảo hiểm y tế và chính sách hỗ trợ một phần kinh phí phục vụ công tác thông tin tuyên truyền cho người có uy tín trong đồng bào dân tộc thiểu số trên địa bàn tỉnh Vĩnh Long,12/2026/NQ-HĐND,29/05/2026,Nghị quyết,08/06/2026,,,,Dân tộc và Tôn giáo,Bảo hiểm y tế,HĐND Tỉnh Vĩnh Long,Chủ tịch,Nguyễn Minh Dũng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
10842,Quyết định số 1008/BYT-QĐ Ban hành danh mục mã số và mẫu thẻ bảo hiểm y tế,1008/BYT-QĐ,29/09/1992,Quyết định,29/09/1992,,Kỷ yếu 1992 của Bộ Y tế;,,,Chưa phân loại,Bộ Y tế,Bộ trưởng,Phạm Song,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
21163,Quyết định số 900/QĐ-CT Về việc quy định tạm thời mức thu các Dịch vụ kỹ thuật phục hồi chức năng được bảo hiểm y tế thanh toán,900/QĐ-CT,13/08/2002,Quyết định,13/08/2002,,STP tỉnh Bắc Ninh;,,,Chưa phân loại,UBND Tỉnh Bắc Ninh,Phó Chủ tịch,Nguyễn Thị Xuyên,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
172977,Nghị quyết số 110/2024/NQ-HĐND Bãi bỏ các Nghị quyết của Hội đồng nhân dân tỉnh Gia Lai,110/2024/NQ-HĐND,11/12/2024,Nghị quyết,21/12/2024,,Văn phòng Đoàn đại biểu Quốc hội và Hội đồng nhân dân tỉnh,,Bảo Hiểm,Bảo hiểm y tế,HĐND Tỉnh Gia Lai,Chủ tịch,Hồ Văn Niên,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
91087,"Quyết định 55/2010/QĐ-UBND bãi bỏ thủ tục hành chính áp dụng tại Ủy ban nhân dân quận, huyện, phường, xã, thị trấn trên địa bàn thành phố Hồ Chí Minh trong các lĩnh vực lao động - tiền lương - tiền công, việc làm, bảo hiểm y tế, bảo vệ và chăm sóc trẻ em, bảo trợ xã hội do Ủy ban nhân dân thành phố Hồ Chí Minh ban hành",55/2010/QĐ-UBND,16/08/2010,Quyết định,26/08/2010,,Công báo Thành phố Hồ Chí Minh,01/09/2010,,Chưa phân loại,UBND Thành phố Hồ Chí Minh,Chủ tịch,Lê Hoàng Quân,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
187392,Quyết định số 32/2026/QĐ-UBND triển khai Nghị quyết số 23/2025/NQ-HĐND ngày 10 tháng 12 năm 2025 của Hội đồng nhân dân tỉnh về việc quy định mức hỗ trợ đóng bảo hiểm y tế cho các đối tượng không được hưởng mức hỗ trợ từ ngân sách nhà nước đối với Thanh niên thi hành nghĩa vụ Kinh tế - Quốc phòng của tỉnh Tây Ninh và Đoàn xây dựng kinh tế Thanh niên trên địa bàn tỉnh Tây Ninh,32/2026/QĐ-UBND,13/03/2026,Quyết định,13/03/2026,,Bản chính thức Quyết định số 32/2026/QĐ-UBND,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",UBND Tỉnh Tây Ninh,Phó Chủ tịch,Phạm Tấn Hòa,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
159113,Nghị quyết số 09/2022/NQ-HĐND Quy định giá dịch vụ xét nghiệm SARS-CoV-2 (chưa bao gồm chi phí sinh phẩm xét nghiệm) trong trường hợp không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế đối với các cơ sở y tế công lập trên địa bàn tỉnh Vĩnh Phúc,09/2022/NQ-HĐND,20/07/2022,Nghị quyết,01/08/2022,,,,,Chưa phân loại,HĐND tỉnh Vĩnh Phúc,Chủ tịch,Hoàng Thị Thúy Lan,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
153738,"Nghị quyết số 03/2022/NQ-HĐND Quy định giá dịch vụ xét nghiệm SARS-CoV-2 (chưa bao gồm sinh phẩm xét nghiệm phản ứng) trong trường hợp không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế tại các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh",03/2022/NQ-HĐND,15/04/2022,Nghị quyết,15/04/2022,,,,Y tế,Chưa phân loại,HĐND Tỉnh Đồng Nai,Chủ tịch,Thái Bảo,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
137746,"Nghị quyết số 05/2019/NQ-HĐTP Hướng dẫn áp dụng Điều 214 về tội gian lận bảo hiểm xã hội, bảo hiểm thất nghiệp, Điều 215 về tội gian lận bảo hiểm y tế và Điều 216 về tội trốn đóng bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp cho người lao động của Bộ luật Hình sự",05/2019/NQ-HĐTP,15/08/2019,Nghị quyết,01/09/2019,,,,,Chưa phân loại,Tòa án nhân dân tối cao,Chánh án,Nguyễn Hòa Bình,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
163811,Nghị quyết số 32/2023/NQ-HĐND Quy định hỗ trợ mức đóng bảo hiểm y tế cho hộ thoát nghèo và hộ thoát cận nghèo trên địa bàn tỉnh Cà Mau đến năm 2025,32/2023/NQ-HĐND,06/12/2023,Nghị quyết,01/01/2024,,BDF,,Y tế,Bảo hiểm y tế,HĐND Tỉnh Cà Mau,Chủ tịch,Nguyễn Tiến Hải,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173935,"Nghị quyết số 29/2024/NQ-HĐND Bãi bỏ Nghị quyết số 15/2024/NQ-HĐND ngày 11 tháng 7 năm 2024 của Hội đồng nhân dân tỉnh Ninh Thuận quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Ninh Thuận",29/2024/NQ-HĐND,10/12/2024,Nghị quyết,01/01/2025,,,,Y tế,Chưa phân loại,HĐND tỉnh Ninh Thuận,Chủ tịch,Phạm Văn Hậu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
74259,"Quyết định số 16/2013/QĐ-UBND Về việc sửa đổi, bổ sung điểm c, khoản 2, Điều 1 Quy định phân cấp quản lý mua, cấp phát thẻ bảo hiểm y tế cho các đối tượng được ngân sách nhà nước đảm bảo trên địa bàn tỉnh Hòa Bình ban hành kèm theo Quyết định số 14/2012/QĐ-UBND ngày 19 tháng 9 năm 2012 của UBND tỉnh Hòa Bình",16/2013/QĐ-UBND,15/08/2013,Quyết định,25/08/2013,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND tỉnh Hòa Bình,Chủ tịch,Bùi Văn Tỉnh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185524,"Nghị quyết số 818/2025/NQ-HĐND Quy định mức hỗ trợ từ ngân sách nhà nước đóng bảo hiểm y tế, bảo hiểm xã hội tự nguyện cho một số đối tượng trên địa bàn tỉnh Hưng Yên",818/2025/NQ-HĐND,23/12/2025,Nghị quyết,01/01/2026,31/12/2026,,,Y tế,Bảo hiểm y tế Bảo trợ xã hội,HĐND Tỉnh Hưng Yên,Chủ tịch,Trần Quốc Văn,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
156261,"Quyết định số 19/2022/QĐ-TTg Về chi phí quản lý bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế giai đoạn 2022 - 2024",19/2022/QĐ-TTg,22/09/2022,Quyết định,10/11/2022,,,,Tài chính,Bảo hiểm,Thủ tướng Chính phủ,Phó Thủ tướng Chính phủ,Lê Minh Khái,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
121610,Quyết định số 06/2017/QĐ-UBND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người thuộc hộ gia đình cận nghèo trên địa bàn tỉnh Ninh Thuận năm 2017,06/2017/QĐ-UBND,23/01/2017,Quyết định,03/02/2017,,,,,Chưa phân loại,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Lê Văn Bình,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
4120,Thông tư liên tịch số 151/1998/TTLT-BTC-BYT Thông tư hướng dẫn chế độ quản lý tài chính quỹ bảo hiểm y tế,151/1998/TTLT-BTC-BYT,20/11/1998,Thông tư liên tịch,01/01/1999,,,,"Y tế, Tài chính",Quản lý dịch vụ tài chính và các quỹ tài chính,Bộ Tài chính,Thứ trưởng,Lê Ngọc Trọng,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173380,"Nghị quyết số 20/2024/NQ-HĐND Về việc quy định mức hỗ trợ đóng bảo hiểm y tế cho người dân tộc thiểu số tại các thôn, tổ dân phố, xã không thuộc vùng có điều kiện kinh tế - xã hội khó khăn, đặc biệt khó khăn trên địa bàn tỉnh Khánh Hòa",20/2024/NQ-HĐND,12/12/2024,Nghị quyết,01/01/2025,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,HĐND Tỉnh Khánh Hòa,Chủ tịch,Nguyễn Khắc Toàn,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
52541,"Quyết định số 3929/2005/QĐ-UBND V/v ban hành kế hoạch thực hiện "" Lộ trình tiến tới bảo hiểm y tế toàn dân vào năm 2010""",3929/2005/QĐ-UBND,16/11/2005,Quyết định,16/11/2005,,,,Y tế,Bảo hiểm y tế,UBND tỉnh Thừa Thiên Huế,Phó Chủ tịch,Ngô Hòa,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
140624,Thông tư số 30/2019/TT-BLĐTBXH Hướng dẫn lập danh sách đối tượng tham gia bảo hiểm y tế do Bộ Lao động - Thương binh và Xã hội quản lý,30/2019/TT-BLĐTBXH,26/12/2019,Thông tư,12/02/2020,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,Bộ Lao động - Thương binh và Xã hội,Thứ trưởng,Lê Quân,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
110272,Thông tư liên tịch số 77/2003/TTLT-BTC-BYT hướng dẫn thực hiện bảo hiểm y tế tự nguyện,77/2003/TTLT-BTC-BYT,07/08/2003,Thông tư liên tịch,,,,,Chưa phân loại,Tài chính khác,Bộ Tài chính,,Nguyễn Công Nghiệp,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
172923,Luật Bảo hiểm y tế sửa đổi 2024 số Luật số 51/2024/QH15,Luật số 51/2024/QH15,27/11/2024,Luật,01/07/2025,,,,Y tế,Bảo hiểm y tế,Quốc hội,Chủ tịch Quốc hội,Trần Thanh Mẫn,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
95267,"về ban hành Quy chế phối hợp công tác thực hiện pháp luật về bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",180/QĐ-UBND,18/06/2015,Quyết định,18/06/2015,,Công báo điện tử tỉnh Tuyên Quang,,Bảo Hiểm,,UBND tỉnh Tuyên Quang,,Vũ Thị Bích Việt,Tuyên,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
